Feature,Average Pointwise Mutual Information
wages almost all new income,-inf
almost all new income goes,-inf
all new income goes to,-inf
new income goes to the,-inf
income goes to the top,-inf
goes to the top 1,-inf
to the top 1 percent,-inf
the top 1 percent </s>,-inf
top 1 percent </s> </s>,-inf
1 percent </s> </s> </s>,-inf
dewhurst,-inf
promoting,-inf
<s> <s> <s> david dewhurst,-inf
<s> <s> david dewhurst has,-inf
<s> david dewhurst has a,-inf
david dewhurst has a record,-inf
dewhurst has a record of,-inf
has a record of promoting,-inf
a record of promoting an,-inf
record of promoting an income,-inf
of promoting an income tax,-inf
promoting an income tax </s>,-inf
an income tax </s> </s>,-inf
pleasant,-inf
beach,-inf
beaches,-inf
privately,-inf
owned,-inf
operated,-inf
jenkinsons,-inf
<s> <s> <s> <s> point,-inf
<s> <s> <s> point pleasant,-inf
<s> <s> point pleasant beach,-inf
<s> point pleasant beach does,-inf
point pleasant beach does not,-inf
pleasant beach does not own,-inf
beach does not own its,-inf
does not own its beaches,-inf
not own its beaches they,-inf
own its beaches they are,-inf
its beaches they are privately,-inf
beaches they are privately owned,-inf
they are privately owned and,-inf
are privately owned and operated,-inf
privately owned and operated by,-inf
owned and operated by businesses,-inf
and operated by businesses such,-inf
operated by businesses such as,-inf
by businesses such as jenkinsons,-inf
businesses such as jenkinsons </s>,-inf
such as jenkinsons </s> </s>,-inf
as jenkinsons </s> </s> </s>,-inf
jenkinsons </s> </s> </s> </s>,-inf
mind,-inf
conclude,-inf
shouldn,-inf
<s> in the past year,-inf
in the past year more,-inf
the past year more than,-inf
past year more than 20,-inf
year more than 20 percent,-inf
more than 20 percent of,-inf
than 20 percent of americans,-inf
20 percent of americans have,-inf
percent of americans have changed,-inf
of americans have changed their,-inf
americans have changed their mind,-inf
have changed their mind about,-inf
changed their mind about the,-inf
their mind about the war,-inf
mind about the war in,-inf
about the war in afghanistan,-inf
the war in afghanistan they,-inf
war in afghanistan they conclude,-inf
in afghanistan they conclude we,-inf
afghanistan they conclude we shouldn,-inf
they conclude we shouldn t,-inf
conclude we shouldn t be,-inf
we shouldn t be there,-inf
shouldn t be there </s>,-inf
t be there </s> </s>,-inf
be there </s> </s> </s>,-inf
28,-inf
<s> in the last five,-inf
in the last five years,-inf
the last five years 28,-inf
last five years 28 000,-inf
five years 28 000 people,-inf
years 28 000 people have,-inf
28 000 people have been,-inf
000 people have been killed,-inf
people have been killed along,-inf
have been killed along the,-inf
been killed along the u,-inf
killed along the u s,-inf
along the u s mexico,-inf
leading,-inf
pack,-inf
<s> <s> the state of,-inf
<s> the state of ohio,-inf
the state of ohio has,-inf
state of ohio has one,-inf
of ohio has one of,-inf
ohio has one of the,-inf
has one of the lowest,-inf
one of the lowest unemployment,-inf
of the lowest unemployment rates,-inf
the lowest unemployment rates in,-inf
lowest unemployment rates in the,-inf
unemployment rates in the nation,-inf
rates in the nation right,-inf
in the nation right now,-inf
the nation right now and,-inf
nation right now and is,-inf
right now and is leading,-inf
now and is leading the,-inf
and is leading the pack,-inf
is leading the pack in,-inf
leading the pack in terms,-inf
the pack in terms of,-inf
pack in terms of job,-inf
in terms of job creation,-inf
terms of job creation </s>,-inf
of job creation </s> </s>,-inf
job creation </s> </s> </s>,-inf
creation </s> </s> </s> </s>,-inf
denies,-inf
access,-inf
<s> <s> says obama health,-inf
<s> says obama health reform,-inf
says obama health reform law,-inf
obama health reform law denies,-inf
health reform law denies millions,-inf
reform law denies millions access,-inf
law denies millions access to,-inf
denies millions access to affordable,-inf
millions access to affordable insurance,-inf
access to affordable insurance </s>,-inf
to affordable insurance </s> </s>,-inf
affordable insurance </s> </s> </s>,-inf
hb2,-inf
moved,-inf
needle,-inf
iota,-inf
<s> <s> <s> says hb2,-inf
<s> <s> says hb2 hasnt,-inf
<s> says hb2 hasnt moved,-inf
says hb2 hasnt moved the,-inf
hb2 hasnt moved the needle,-inf
hasnt moved the needle one,-inf
moved the needle one iota,-inf
the needle one iota on,-inf
needle one iota on north,-inf
one iota on north carolinas,-inf
iota on north carolinas economy,-inf
on north carolinas economy </s>,-inf
north carolinas economy </s> </s>,-inf
carolinas economy </s> </s> </s>,-inf
consists,-inf
<s> <s> <s> <s> close,-inf
<s> <s> <s> close to,-inf
<s> <s> close to 30,-inf
<s> close to 30 of,-inf
close to 30 of our,-inf
to 30 of our federal,-inf
30 of our federal prison,-inf
of our federal prison population,-inf
our federal prison population consists,-inf
federal prison population consists of,-inf
prison population consists of illegal,-inf
population consists of illegal immigrants,-inf
consists of illegal immigrants </s>,-inf
of illegal immigrants </s> </s>,-inf
<s> <s> says rick scott,-inf
<s> says rick scott called,-inf
says rick scott called education,-inf
rick scott called education not,-inf
scott called education not a,-inf
called education not a core,-inf
education not a core function,-inf
not a core function of,-inf
a core function of the,-inf
core function of the state,-inf
function of the state </s>,-inf
of the state </s> </s>,-inf
agencies,-inf
<s> <s> <s> the family,-inf
<s> <s> the family research,-inf
<s> the family research council,-inf
the family research council according,-inf
family research council according to,-inf
research council according to some,-inf
council according to some government,-inf
according to some government agencies,-inf
to some government agencies is,-inf
some government agencies is a,-inf
government agencies is a terrorist,-inf
agencies is a terrorist group,-inf
is a terrorist group </s>,-inf
a terrorist group </s> </s>,-inf
terrorist group </s> </s> </s>,-inf
group </s> </s> </s> </s>,-inf
weidner,-inf
oregons,-inf
<s> <s> <s> says rep,-inf
<s> <s> says rep jim,-inf
<s> says rep jim weidner,-inf
says rep jim weidner proposed,-inf
rep jim weidner proposed a,-inf
jim weidner proposed a bill,-inf
weidner proposed a bill taking,-inf
proposed a bill taking away,-inf
a bill taking away health,-inf
bill taking away health care,-inf
taking away health care for,-inf
away health care for 80,-inf
health care for 80 000,-inf
care for 80 000 of,-inf
for 80 000 of oregons,-inf
80 000 of oregons children,-inf
000 of oregons children </s>,-inf
of oregons children </s> </s>,-inf
oregons children </s> </s> </s>,-inf
children </s> </s> </s> </s>,-inf
1985,-inf
former,-inf
kean,-inf
<s> says that in the,-inf
says that in the 1985,-inf
that in the 1985 election,-inf
in the 1985 election former,-inf
the 1985 election former gov,-inf
1985 election former gov tom,-inf
election former gov tom kean,-inf
former gov tom kean had,-inf
gov tom kean had the,-inf
tom kean had the largest,-inf
kean had the largest winning,-inf
had the largest winning margin,-inf
the largest winning margin for,-inf
largest winning margin for a,-inf
winning margin for a gubernatorial,-inf
margin for a gubernatorial candidate,-inf
for a gubernatorial candidate in,-inf
a gubernatorial candidate in jersey,-inf
gubernatorial candidate in jersey history,-inf
candidate in jersey history </s>,-inf
in jersey history </s> </s>,-inf
jersey history </s> </s> </s>,-inf
<s> <s> <s> obamacare is,-inf
<s> <s> obamacare is the,-inf
<s> obamacare is the biggest,-inf
obamacare is the biggest tax,-inf
is the biggest tax increase,-inf
the biggest tax increase in,-inf
biggest tax increase in american,-inf
ready,-inf
commander,-inf
chief,-inf
<s> <s> <s> you said,-inf
<s> <s> you said that,-inf
<s> you said that barack,-inf
you said that barack obama,-inf
said that barack obama was,-inf
that barack obama was not,-inf
barack obama was not ready,-inf
obama was not ready to,-inf
was not ready to be,-inf
not ready to be commander,-inf
ready to be commander in,-inf
to be commander in chief,-inf
be commander in chief </s>,-inf
commander in chief </s> </s>,-inf
in chief </s> </s> </s>,-inf
chief </s> </s> </s> </s>,-inf
median,-inf
adjusted,-inf
<s> <s> <s> the median,-inf
<s> <s> the median male,-inf
<s> the median male worker,-inf
the median male worker in,-inf
median male worker in this,-inf
male worker in this country,-inf
worker in this country has,-inf
in this country has not,-inf
this country has not seen,-inf
country has not seen a,-inf
has not seen a raise,-inf
not seen a raise inflation,-inf
seen a raise inflation adjusted,-inf
a raise inflation adjusted for,-inf
raise inflation adjusted for 30,-inf
inflation adjusted for 30 years,-inf
adjusted for 30 years basically,-inf
for 30 years basically </s>,-inf
30 years basically </s> </s>,-inf
years basically </s> </s> </s>,-inf
basically </s> </s> </s> </s>,-inf
held,-inf
<s> <s> <s> <s> milwaukee,-inf
<s> <s> <s> milwaukee mayor,-inf
<s> <s> milwaukee mayor tom,-inf
<s> milwaukee mayor tom barrett,-inf
milwaukee mayor tom barrett has,-inf
mayor tom barrett has held,-inf
tom barrett has held the,-inf
barrett has held the line,-inf
has held the line on,-inf
held the line on property,-inf
the line on property taxes,-inf
line on property taxes </s>,-inf
on property taxes </s> </s>,-inf
property taxes </s> </s> </s>,-inf
contributions,-inf
<s> im the only member,-inf
im the only member of,-inf
the only member of the,-inf
only member of the house,-inf
member of the house of,-inf
of the house of representatives,-inf
the house of representatives who,-inf
house of representatives who raised,-inf
of representatives who raised most,-inf
representatives who raised most of,-inf
who raised most of his,-inf
raised most of his campaign,-inf
most of his campaign funds,-inf
of his campaign funds in,-inf
his campaign funds in the,-inf
campaign funds in the last,-inf
funds in the last election,-inf
in the last election from,-inf
the last election from small,-inf
last election from small contributions,-inf
election from small contributions of,-inf
from small contributions of less,-inf
small contributions of less than,-inf
contributions of less than 200,-inf
of less than 200 </s>,-inf
less than 200 </s> </s>,-inf
than 200 </s> </s> </s>,-inf
200 </s> </s> </s> </s>,-inf
unlike,-inf
gridlock,-inf
<s> <s> <s> <s> unlike,-inf
<s> <s> <s> unlike the,-inf
<s> <s> unlike the gridlock,-inf
<s> unlike the gridlock in,-inf
unlike the gridlock in washington,-inf
the gridlock in washington more,-inf
gridlock in washington more than,-inf
in washington more than 80,-inf
washington more than 80 percent,-inf
more than 80 percent of,-inf
than 80 percent of the,-inf
80 percent of the bills,-inf
percent of the bills we,-inf
of the bills we passed,-inf
the bills we passed during,-inf
bills we passed during this,-inf
we passed during this general,-inf
passed during this general assembly,-inf
during this general assembly had,-inf
this general assembly had bipartisan,-inf
general assembly had bipartisan support,-inf
assembly had bipartisan support </s>,-inf
had bipartisan support </s> </s>,-inf
bipartisan support </s> </s> </s>,-inf
josh,-inf
mandel,-inf
lying,-inf
ohios,-inf
improved,-inf
<s> <s> <s> <s> josh,-inf
<s> <s> <s> josh mandel,-inf
<s> <s> josh mandel is,-inf
<s> josh mandel is lying,-inf
josh mandel is lying about,-inf
mandel is lying about his,-inf
is lying about his own,-inf
lying about his own record,-inf
about his own record the,-inf
his own record the rating,-inf
own record the rating of,-inf
record the rating of ohios,-inf
the rating of ohios investment,-inf
rating of ohios investment fund,-inf
of ohios investment fund has,-inf
ohios investment fund has not,-inf
investment fund has not improved,-inf
fund has not improved </s>,-inf
has not improved </s> </s>,-inf
not improved </s> </s> </s>,-inf
improved </s> </s> </s> </s>,-inf
leased,-inf
trying,-inf
hide,-inf
<s> <s> <s> rick scott,-inf
<s> <s> rick scott took,-inf
<s> rick scott took 200,-inf
rick scott took 200 000,-inf
scott took 200 000 from,-inf
took 200 000 from a,-inf
200 000 from a family,-inf
000 from a family that,-inf
from a family that leased,-inf
a family that leased land,-inf
family that leased land for,-inf
that leased land for drilling,-inf
leased land for drilling and,-inf
land for drilling and now,-inf
for drilling and now he,-inf
drilling and now he is,-inf
and now he is trying,-inf
now he is trying to,-inf
he is trying to hide,-inf
is trying to hide from,-inf
trying to hide from it,-inf
to hide from it </s>,-inf
hide from it </s> </s>,-inf
from it </s> </s> </s>,-inf
possible,-inf
lease,-inf
turnpike,-inf
<s> <s> <s> on how,-inf
<s> <s> on how money,-inf
<s> on how money from,-inf
on how money from a,-inf
how money from a possible,-inf
money from a possible lease,-inf
from a possible lease of,-inf
a possible lease of the,-inf
possible lease of the ohio,-inf
lease of the ohio turnpike,-inf
of the ohio turnpike would,-inf
the ohio turnpike would be,-inf
ohio turnpike would be used,-inf
turnpike would be used </s>,-inf
would be used </s> </s>,-inf
be used </s> </s> </s>,-inf
used </s> </s> </s> </s>,-inf
beginning,-inf
decade,-inf
surplus,-inf
projected,-inf
<s> <s> <s> at the,-inf
<s> <s> at the beginning,-inf
<s> at the beginning of,-inf
at the beginning of the,-inf
the beginning of the last,-inf
beginning of the last decade,-inf
of the last decade america,-inf
the last decade america had,-inf
last decade america had a,-inf
decade america had a budget,-inf
america had a budget surplus,-inf
had a budget surplus of,-inf
a budget surplus of over,-inf
budget surplus of over 200,-inf
surplus of over 200 billion,-inf
of over 200 billion by,-inf
over 200 billion by the,-inf
200 billion by the time,-inf
billion by the time i,-inf
by the time i took,-inf
the time i took office,-inf
time i took office we,-inf
i took office we had,-inf
took office we had a,-inf
office we had a one,-inf
we had a one year,-inf
had a one year deficit,-inf
a one year deficit of,-inf
one year deficit of over,-inf
year deficit of over 1,-inf
deficit of over 1 trillion,-inf
of over 1 trillion and,-inf
over 1 trillion and projected,-inf
1 trillion and projected deficits,-inf
trillion and projected deficits of,-inf
and projected deficits of 8,-inf
projected deficits of 8 trillion,-inf
deficits of 8 trillion over,-inf
of 8 trillion over the,-inf
8 trillion over the next,-inf
trillion over the next decade,-inf
over the next decade </s>,-inf
the next decade </s> </s>,-inf
next decade </s> </s> </s>,-inf
decade </s> </s> </s> </s>,-inf
540,-inf
nominations,-inf
confirmed,-inf
<s> <s> the president has,-inf
<s> the president has had,-inf
the president has had 1,-inf
president has had 1 540,-inf
has had 1 540 of,-inf
had 1 540 of his,-inf
1 540 of his nominations,-inf
540 of his nominations confirmed,-inf
of his nominations confirmed only,-inf
his nominations confirmed only four,-inf
nominations confirmed only four defeated,-inf
confirmed only four defeated </s>,-inf
only four defeated </s> </s>,-inf
four defeated </s> </s> </s>,-inf
defeated </s> </s> </s> </s>,-inf
forced,-inf
feisal,-inf
abdul,-inf
raufs,-inf
trip,-inf
east,-inf
<s> <s> u s taxpayers,-inf
<s> u s taxpayers are,-inf
u s taxpayers are being,-inf
s taxpayers are being forced,-inf
taxpayers are being forced to,-inf
are being forced to fund,-inf
being forced to fund feisal,-inf
forced to fund feisal abdul,-inf
to fund feisal abdul raufs,-inf
fund feisal abdul raufs trip,-inf
feisal abdul raufs trip to,-inf
abdul raufs trip to the,-inf
raufs trip to the middle,-inf
trip to the middle east,-inf
to the middle east </s>,-inf
the middle east </s> </s>,-inf
middle east </s> </s> </s>,-inf
east </s> </s> </s> </s>,-inf
370,-inf
settle,-inf
lawsuit,-inf
decision,-inf
sheriff,-inf
clarke,-inf
jr,-inf
untrained,-inf
corrections,-inf
rather,-inf
deputies,-inf
lakefront,-inf
<s> <s> <s> milwaukee county,-inf
<s> <s> milwaukee county taxpayers,-inf
<s> milwaukee county taxpayers paid,-inf
milwaukee county taxpayers paid 370,-inf
county taxpayers paid 370 000,-inf
taxpayers paid 370 000 to,-inf
paid 370 000 to settle,-inf
370 000 to settle a,-inf
000 to settle a lawsuit,-inf
to settle a lawsuit over,-inf
settle a lawsuit over a,-inf
a lawsuit over a decision,-inf
lawsuit over a decision by,-inf
over a decision by sheriff,-inf
a decision by sheriff david,-inf
decision by sheriff david a,-inf
by sheriff david a clarke,-inf
sheriff david a clarke jr,-inf
david a clarke jr to,-inf
a clarke jr to use,-inf
clarke jr to use untrained,-inf
jr to use untrained corrections,-inf
to use untrained corrections officers,-inf
use untrained corrections officers rather,-inf
untrained corrections officers rather than,-inf
corrections officers rather than deputies,-inf
officers rather than deputies to,-inf
rather than deputies to patrol,-inf
than deputies to patrol the,-inf
deputies to patrol the lakefront,-inf
to patrol the lakefront </s>,-inf
patrol the lakefront </s> </s>,-inf
the lakefront </s> </s> </s>,-inf
lakefront </s> </s> </s> </s>,-inf
fbi,-inf
james,-inf
comey,-inf
discussing,-inf
details,-inf
<s> <s> there are justice,-inf
<s> there are justice department,-inf
there are justice department policies,-inf
are justice department policies against,-inf
justice department policies against fbi,-inf
department policies against fbi director,-inf
policies against fbi director james,-inf
against fbi director james comey,-inf
fbi director james comey discussing,-inf
director james comey discussing details,-inf
james comey discussing details of,-inf
comey discussing details of a,-inf
discussing details of a federal,-inf
details of a federal investigation,-inf
of a federal investigation so,-inf
a federal investigation so close,-inf
federal investigation so close to,-inf
investigation so close to an,-inf
so close to an election,-inf
close to an election </s>,-inf
to an election </s> </s>,-inf
an election </s> </s> </s>,-inf
election </s> </s> </s> </s>,-inf
considerably,-inf
effective,-inf
<s> <s> <s> <s> democratic,-inf
<s> <s> <s> democratic presidents,-inf
<s> <s> democratic presidents have,-inf
<s> democratic presidents have been,-inf
democratic presidents have been considerably,-inf
presidents have been considerably more,-inf
have been considerably more effective,-inf
been considerably more effective at,-inf
considerably more effective at creating,-inf
more effective at creating private,-inf
effective at creating private sector,-inf
at creating private sector jobs,-inf
creating private sector jobs </s>,-inf
private sector jobs </s> </s>,-inf
sector jobs </s> </s> </s>,-inf
biden,-inf
gulf,-inf
surge,-inf
partition,-inf
iraq,-inf
<s> <s> <s> <s> joe,-inf
<s> <s> <s> joe biden,-inf
<s> <s> joe biden voted,-inf
<s> joe biden voted against,-inf
joe biden voted against the,-inf
biden voted against the first,-inf
voted against the first gulf,-inf
against the first gulf war,-inf
the first gulf war he,-inf
first gulf war he opposed,-inf
gulf war he opposed the,-inf
war he opposed the surge,-inf
he opposed the surge he,-inf
opposed the surge he wanted,-inf
the surge he wanted to,-inf
surge he wanted to partition,-inf
he wanted to partition iraq,-inf
wanted to partition iraq </s>,-inf
to partition iraq </s> </s>,-inf
partition iraq </s> </s> </s>,-inf
iraq </s> </s> </s> </s>,-inf
rush,-inf
limbaugh,-inf
fail,-inf
succeed,-inf
<s> <s> <s> says rush,-inf
<s> <s> says rush limbaugh,-inf
<s> says rush limbaugh made,-inf
says rush limbaugh made it,-inf
rush limbaugh made it clear,-inf
limbaugh made it clear hed,-inf
made it clear hed rather,-inf
it clear hed rather see,-inf
clear hed rather see the,-inf
hed rather see the country,-inf
rather see the country fail,-inf
see the country fail than,-inf
the country fail than president,-inf
country fail than president barack,-inf
fail than president barack obama,-inf
than president barack obama succeed,-inf
president barack obama succeed </s>,-inf
barack obama succeed </s> </s>,-inf
obama succeed </s> </s> </s>,-inf
succeed </s> </s> </s> </s>,-inf
<s> <s> <s> one percent,-inf
<s> <s> one percent of,-inf
<s> one percent of the,-inf
one percent of the american,-inf
of the american people make,-inf
the american people make over,-inf
american people make over 21,-inf
people make over 21 percent,-inf
make over 21 percent of,-inf
over 21 percent of all,-inf
21 percent of all the,-inf
percent of all the income,-inf
of all the income in,-inf
all the income in america,-inf
the income in america that,-inf
income in america that wasnt,-inf
in america that wasnt the,-inf
america that wasnt the way,-inf
that wasnt the way before,-inf
wasnt the way before george,-inf
the way before george bush,-inf
way before george bush became,-inf
before george bush became president,-inf
george bush became president </s>,-inf
bush became president </s> </s>,-inf
became president </s> </s> </s>,-inf
recruiting,-inf
<s> <s> <s> <s> military,-inf
<s> <s> <s> military recruiting,-inf
<s> <s> military recruiting went,-inf
<s> military recruiting went on,-inf
military recruiting went on at,-inf
recruiting went on at harvard,-inf
went on at harvard every,-inf
on at harvard every single,-inf
at harvard every single day,-inf
harvard every single day throughout,-inf
every single day throughout the,-inf
single day throughout the time,-inf
day throughout the time kagan,-inf
throughout the time kagan was,-inf
the time kagan was there,-inf
time kagan was there </s>,-inf
kagan was there </s> </s>,-inf
was there </s> </s> </s>,-inf
<s> <s> says that under,-inf
<s> says that under rick,-inf
says that under rick perrys,-inf
that under rick perrys plan,-inf
under rick perrys plan texas,-inf
rick perrys plan texas has,-inf
perrys plan texas has cut,-inf
plan texas has cut funding,-inf
texas has cut funding for,-inf
has cut funding for public,-inf
cut funding for public schools,-inf
funding for public schools by,-inf
for public schools by 25,-inf
public schools by 25 </s>,-inf
schools by 25 </s> </s>,-inf
by 25 </s> </s> </s>,-inf
25 </s> </s> </s> </s>,-inf
perdue,-inf
abolish,-inf
eliminate,-inf
loans,-inf
<s> <s> says david perdue,-inf
<s> says david perdue wants,-inf
says david perdue wants to,-inf
david perdue wants to abolish,-inf
perdue wants to abolish the,-inf
wants to abolish the u,-inf
to abolish the u s,-inf
abolish the u s department,-inf
the u s department of,-inf
u s department of education,-inf
s department of education which,-inf
department of education which would,-inf
of education which would cost,-inf
education which would cost georgia,-inf
which would cost georgia schools,-inf
would cost georgia schools 1,-inf
cost georgia schools 1 billion,-inf
georgia schools 1 billion a,-inf
schools 1 billion a year,-inf
1 billion a year and,-inf
billion a year and eliminate,-inf
a year and eliminate millions,-inf
year and eliminate millions in,-inf
and eliminate millions in student,-inf
eliminate millions in student loans,-inf
millions in student loans </s>,-inf
in student loans </s> </s>,-inf
student loans </s> </s> </s>,-inf
loans </s> </s> </s> </s>,-inf
<s> <s> <s> the paul,-inf
<s> <s> the paul ryan,-inf
<s> the paul ryan budget,-inf
the paul ryan budget proposal,-inf
paul ryan budget proposal would,-inf
ryan budget proposal would privatize,-inf
budget proposal would privatize medicare,-inf
proposal would privatize medicare </s>,-inf
would privatize medicare </s> </s>,-inf
privatize medicare </s> </s> </s>,-inf
campus,-inf
graduate,-inf
appeared,-inf
<s> <s> <s> <s> high,-inf
<s> <s> <s> high school,-inf
<s> <s> high school students,-inf
<s> high school students arrested,-inf
high school students arrested on,-inf
school students arrested on campus,-inf
students arrested on campus are,-inf
arrested on campus are twice,-inf
on campus are twice as,-inf
campus are twice as likely,-inf
are twice as likely not,-inf
twice as likely not to,-inf
as likely not to graduate,-inf
likely not to graduate and,-inf
not to graduate and four,-inf
to graduate and four times,-inf
graduate and four times less,-inf
and four times less likely,-inf
four times less likely to,-inf
times less likely to graduate,-inf
less likely to graduate if,-inf
likely to graduate if theyve,-inf
to graduate if theyve appeared,-inf
graduate if theyve appeared in,-inf
if theyve appeared in court,-inf
theyve appeared in court </s>,-inf
appeared in court </s> </s>,-inf
in court </s> </s> </s>,-inf
court </s> </s> </s> </s>,-inf
imprisons,-inf
<s> the united states imprisons,-inf
the united states imprisons more,-inf
united states imprisons more than,-inf
states imprisons more than any,-inf
imprisons more than any nation,-inf
more than any nation in,-inf
than any nation in the,-inf
any nation in the world,-inf
<s> says marco rubio is,-inf
says marco rubio is the,-inf
marco rubio is the one,-inf
rubio is the one for,-inf
is the one for an,-inf
the one for an open,-inf
one for an open border,-inf
for an open border </s>,-inf
an open border </s> </s>,-inf
open border </s> </s> </s>,-inf
grown,-inf
375,-inf
scores,-inf
remain,-inf
flat,-inf
<s> <s> <s> over 30,-inf
<s> <s> over 30 years,-inf
<s> over 30 years federal,-inf
over 30 years federal spending,-inf
30 years federal spending on,-inf
years federal spending on education,-inf
federal spending on education has,-inf
spending on education has grown,-inf
on education has grown by,-inf
education has grown by 375,-inf
has grown by 375 percent,-inf
grown by 375 percent but,-inf
by 375 percent but test,-inf
375 percent but test scores,-inf
percent but test scores remain,-inf
but test scores remain flat,-inf
test scores remain flat </s>,-inf
scores remain flat </s> </s>,-inf
remain flat </s> </s> </s>,-inf
flat </s> </s> </s> </s>,-inf
affect,-inf
<s> <s> <s> says cuts,-inf
<s> <s> says cuts to,-inf
<s> says cuts to medicare,-inf
says cuts to medicare affect,-inf
cuts to medicare affect people,-inf
to medicare affect people who,-inf
medicare affect people who have,-inf
affect people who have already,-inf
people who have already paid,-inf
who have already paid in,-inf
have already paid in we,-inf
already paid in we paid,-inf
paid in we paid for,-inf
in we paid for it,-inf
we paid for it </s>,-inf
paid for it </s> </s>,-inf
for it </s> </s> </s>,-inf
alameel,-inf
cornyn,-inf
greg,-inf
abbott,-inf
<s> <s> <s> david alameel,-inf
<s> <s> david alameel is,-inf
<s> david alameel is giving,-inf
david alameel is giving thousands,-inf
alameel is giving thousands of,-inf
is giving thousands of dollars,-inf
giving thousands of dollars to,-inf
thousands of dollars to support,-inf
of dollars to support the,-inf
dollars to support the republican,-inf
to support the republican party,-inf
support the republican party candidates,-inf
the republican party candidates including,-inf
republican party candidates including john,-inf
party candidates including john cornyn,-inf
candidates including john cornyn and,-inf
including john cornyn and greg,-inf
john cornyn and greg abbott,-inf
cornyn and greg abbott </s>,-inf
and greg abbott </s> </s>,-inf
greg abbott </s> </s> </s>,-inf
abbott </s> </s> </s> </s>,-inf
burns,-inf
<s> <s> the american healthcare,-inf
<s> the american healthcare system,-inf
the american healthcare system burns,-inf
american healthcare system burns 18,-inf
healthcare system burns 18 percent,-inf
system burns 18 percent of,-inf
burns 18 percent of our,-inf
18 percent of our national,-inf
percent of our national gdp,-inf
of our national gdp nobody,-inf
our national gdp nobody else,-inf
national gdp nobody else is,-inf
gdp nobody else is close,-inf
nobody else is close </s>,-inf
else is close </s> </s>,-inf
is close </s> </s> </s>,-inf
close </s> </s> </s> </s>,-inf
providences,-inf
closer,-inf
eastern,-inf
<s> <s> <s> <s> providences,-inf
<s> <s> <s> providences port,-inf
<s> <s> providences port is,-inf
<s> providences port is 200,-inf
providences port is 200 miles,-inf
port is 200 miles closer,-inf
is 200 miles closer to,-inf
200 miles closer to europe,-inf
miles closer to europe than,-inf
closer to europe than any,-inf
to europe than any other,-inf
europe than any other eastern,-inf
than any other eastern port,-inf
any other eastern port </s>,-inf
other eastern port </s> </s>,-inf
eastern port </s> </s> </s>,-inf
port </s> </s> </s> </s>,-inf
sudafed,-inf
<s> <s> <s> says you,-inf
<s> <s> says you need,-inf
<s> says you need a,-inf
says you need a photo,-inf
you need a photo id,-inf
need a photo id to,-inf
a photo id to purchase,-inf
photo id to purchase sudafed,-inf
id to purchase sudafed in,-inf
to purchase sudafed in texas,-inf
purchase sudafed in texas </s>,-inf
sudafed in texas </s> </s>,-inf
twenty,-inf
portlands,-inf
<s> <s> <s> <s> twenty,-inf
<s> <s> <s> twenty percent,-inf
<s> <s> twenty percent of,-inf
<s> twenty percent of housing,-inf
twenty percent of housing in,-inf
percent of housing in portlands,-inf
of housing in portlands pearl,-inf
housing in portlands pearl district,-inf
in portlands pearl district is,-inf
portlands pearl district is affordable,-inf
pearl district is affordable </s>,-inf
district is affordable </s> </s>,-inf
is affordable </s> </s> </s>,-inf
affordable </s> </s> </s> </s>,-inf
allowing,-inf
payroll,-inf
holiday,-inf
expire,-inf
another,-inf
<s> <s> <s> says allowing,-inf
<s> <s> says allowing the,-inf
<s> says allowing the payroll,-inf
says allowing the payroll tax,-inf
allowing the payroll tax holiday,-inf
the payroll tax holiday to,-inf
payroll tax holiday to expire,-inf
tax holiday to expire would,-inf
holiday to expire would end,-inf
to expire would end up,-inf
expire would end up costing,-inf
would end up costing another,-inf
end up costing another estimated,-inf
up costing another estimated 900,-inf
costing another estimated 900 000,-inf
another estimated 900 000 jobs,-inf
estimated 900 000 jobs in,-inf
900 000 jobs in 2012,-inf
000 jobs in 2012 </s>,-inf
jobs in 2012 </s> </s>,-inf
in 2012 </s> </s> </s>,-inf
nafta,-inf
trade,-inf
pennsylvania,-inf
<s> <s> hillary clinton supported,-inf
<s> hillary clinton supported nafta,-inf
hillary clinton supported nafta and,-inf
clinton supported nafta and permanent,-inf
supported nafta and permanent china,-inf
nafta and permanent china trade,-inf
and permanent china trade pennsylvania,-inf
permanent china trade pennsylvania lost,-inf
china trade pennsylvania lost thousands,-inf
trade pennsylvania lost thousands of,-inf
pennsylvania lost thousands of jobs,-inf
lost thousands of jobs </s>,-inf
thousands of jobs </s> </s>,-inf
of jobs </s> </s> </s>,-inf
numerous,-inf
shown,-inf
laws,-inf
generate,-inf
<s> <s> <s> <s> numerous,-inf
<s> <s> <s> numerous studies,-inf
<s> <s> numerous studies have,-inf
<s> numerous studies have shown,-inf
numerous studies have shown that,-inf
studies have shown that these,-inf
have shown that these so,-inf
shown that these so called,-inf
that these so called right,-inf
these so called right to,-inf
so called right to work,-inf
called right to work laws,-inf
right to work laws do,-inf
to work laws do not,-inf
work laws do not generate,-inf
laws do not generate jobs,-inf
do not generate jobs and,-inf
not generate jobs and economic,-inf
generate jobs and economic growth,-inf
jobs and economic growth </s>,-inf
and economic growth </s> </s>,-inf
economic growth </s> </s> </s>,-inf
growth </s> </s> </s> </s>,-inf
gross,-inf
product,-inf
historically,-inf
<s> <s> <s> obama s,-inf
<s> <s> obama s budget,-inf
<s> obama s budget plan,-inf
obama s budget plan would,-inf
