Feature,Pointwise Mutual Information
admit not not_half,1.5104744194221706
not not_half not_general,1.5104744194221706
not_half not_general not_revenue,1.5104744194221706
not_general not_revenue not_goes,1.5104744194221706
not_revenue not_goes not_education,1.5104744194221706
not_goes not_education .,1.5104744194221706
not_education . </s>,1.5104744194221706
johnson,1.5104744194221706
calls,1.5104744194221706
privatize,1.5104744194221706
<s> says ron,1.5104744194221706
says ron johnson,1.5104744194221706
ron johnson calls,1.5104744194221706
johnson calls social,1.5104744194221706
calls social security,1.5104744194221706
social security ponzi,1.5104744194221706
security ponzi scheme,1.5104744194221706
ponzi scheme wants,1.5104744194221706
scheme wants privatize,1.5104744194221706
wants privatize program,1.5104744194221706
privatize program .,1.5104744194221706
31,1.5104744194221706
type,1.5104744194221706
<s> <s> 31,1.5104744194221706
<s> 31 states,1.5104744194221706
31 states 10,1.5104744194221706
states 10 000,1.5104744194221706
10 000 cities,1.5104744194221706
000 cities type,1.5104744194221706
cities type policies,1.5104744194221706
type policies passed,1.5104744194221706
policies passed referring,1.5104744194221706
passed referring north,1.5104744194221706
referring north carolinas,1.5104744194221706
north carolinas house,1.5104744194221706
carolinas house bill,1.5104744194221706
house bill 2,1.5104744194221706
bill 2 .,1.5104744194221706
2 . </s>,1.5104744194221706
sarah,1.5104744194221706
wasilla,1.5104744194221706
highly,1.5104744194221706
respected,1.5104744194221706
librarian,1.5104744194221706
consider,1.5104744194221706
removing,1.5104744194221706
books,1.5104744194221706
removed,1.5104744194221706
<s> <s> sarah,1.5104744194221706
<s> sarah mayor,1.5104744194221706
sarah mayor wasilla,1.5104744194221706
mayor wasilla tried,1.5104744194221706
wasilla tried fire,1.5104744194221706
tried fire highly,1.5104744194221706
fire highly respected,1.5104744194221706
highly respected city,1.5104744194221706
respected city librarian,1.5104744194221706
city librarian librarian,1.5104744194221706
librarian librarian refused,1.5104744194221706
librarian refused consider,1.5104744194221706
refused consider removing,1.5104744194221706
consider removing library,1.5104744194221706
removing library books,1.5104744194221706
library books sarah,1.5104744194221706
books sarah wanted,1.5104744194221706
sarah wanted removed,1.5104744194221706
wanted removed .,1.5104744194221706
removed . </s>,1.5104744194221706
approves,1.5104744194221706
reducing,1.5104744194221706
maximum,1.5104744194221706
forfeiture,1.5104744194221706
possession,1.5104744194221706
23,1.5104744194221706
bicycle,1.5104744194221706
violations,1.5104744194221706
<s> milwaukee approves,1.5104744194221706
milwaukee approves reducing,1.5104744194221706
approves reducing maximum,1.5104744194221706
reducing maximum forfeiture,1.5104744194221706
maximum forfeiture marijuana,1.5104744194221706
forfeiture marijuana possession,1.5104744194221706
marijuana possession 50,1.5104744194221706
possession 50 city,1.5104744194221706
50 city would,1.5104744194221706
city would 23,1.5104744194221706
would 23 different,1.5104744194221706
23 different bicycle,1.5104744194221706
different bicycle violations,1.5104744194221706
bicycle violations higher,1.5104744194221706
violations higher forfeiture,1.5104744194221706
higher forfeiture .,1.5104744194221706
forfeiture . </s>,1.5104744194221706
abiding,1.5104744194221706
statistic,1.5104744194221706
<s> <s> mexican,1.5104744194221706
<s> mexican immigrants,1.5104744194221706
mexican immigrants law,1.5104744194221706
immigrants law abiding,1.5104744194221706
law abiding u,1.5104744194221706
abiding u .,1.5104744194221706
s . citizens,1.5104744194221706
. citizens statistic,1.5104744194221706
citizens statistic .,1.5104744194221706
statistic . </s>,1.5104744194221706
vetoed,1.5104744194221706
package,1.5104744194221706
<s> says chris,1.5104744194221706
says chris christie,1.5104744194221706
chris christie vetoed,1.5104744194221706
christie vetoed jobs,1.5104744194221706
vetoed jobs package,1.5104744194221706
jobs package 30,1.5104744194221706
package 30 bills,1.5104744194221706
30 bills .,1.5104744194221706
bills . </s>,1.5104744194221706
mining,1.5104744194221706
<s> already american,1.5104744194221706
already american jobs,1.5104744194221706
american jobs solar,1.5104744194221706
jobs solar industry,1.5104744194221706
solar industry coal,1.5104744194221706
industry coal mining,1.5104744194221706
coal mining .,1.5104744194221706
mining . </s>,1.5104744194221706
illinois,1.5104744194221706
gubernatorial,1.5104744194221706
bradys,1.5104744194221706
priority,1.5104744194221706
winning,1.5104744194221706
sponsor,1.5104744194221706
euthanize,1.5104744194221706
sheltered,1.5104744194221706
dogs,1.5104744194221706
cats,1.5104744194221706
chambers,1.5104744194221706
<s> says illinois,1.5104744194221706
says illinois gubernatorial,1.5104744194221706
illinois gubernatorial candidate,1.5104744194221706
gubernatorial candidate bill,1.5104744194221706
candidate bill bradys,1.5104744194221706
bill bradys first,1.5104744194221706
bradys first priority,1.5104744194221706
first priority winning,1.5104744194221706
priority winning primary,1.5104744194221706
winning primary sponsor,1.5104744194221706
primary sponsor bill,1.5104744194221706
sponsor bill would,1.5104744194221706
bill would mass,1.5104744194221706
would mass euthanize,1.5104744194221706
mass euthanize sheltered,1.5104744194221706
euthanize sheltered dogs,1.5104744194221706
sheltered dogs cats,1.5104744194221706
dogs cats gas,1.5104744194221706
cats gas chambers,1.5104744194221706
gas chambers .,1.5104744194221706
chambers . </s>,1.5104744194221706
worsened,1.5104744194221706
<s> barack obama economy,1.5104744194221706
barack obama economy thats,1.5104744194221706
economy thats worsened,1.5104744194221706
thats worsened since,1.5104744194221706
worsened since hes,1.5104744194221706
since hes president,1.5104744194221706
hes president united,1.5104744194221706
<s> <s> romney,1.5104744194221706
<s> romney failed,1.5104744194221706
romney failed take,1.5104744194221706
failed take action,1.5104744194221706
take action sanctuary,1.5104744194221706
action sanctuary cities,1.5104744194221706
sanctuary cities massachusetts,1.5104744194221706
cities massachusetts .,1.5104744194221706
massachusetts . </s>,1.5104744194221706
pre,1.5104744194221706
peak,1.5104744194221706
trailed,1.5104744194221706
<s> says new,1.5104744194221706
says new jersey,1.5104744194221706
new jersey nearly,1.5104744194221706
jersey nearly 200,1.5104744194221706
nearly 200 000,1.5104744194221706
200 000 jobs,1.5104744194221706
000 jobs pre,1.5104744194221706
jobs pre recession,1.5104744194221706
pre recession peak,1.5104744194221706
recession peak gov,1.5104744194221706
peak gov .,1.5104744194221706
. chris christie,1.5104744194221706
chris christie new,1.5104744194221706
christie new jersey,1.5104744194221706
new jersey trailed,1.5104744194221706
jersey trailed rest,1.5104744194221706
trailed rest america,1.5104744194221706
rest america comes,1.5104744194221706
america comes unemployment,1.5104744194221706
comes unemployment 12,1.5104744194221706
unemployment 12 consecutive,1.5104744194221706
12 consecutive months,1.5104744194221706
consecutive months .,1.5104744194221706
conducting,1.5104744194221706
<s> <s> afghanistan,1.5104744194221706
<s> afghanistan longer,1.5104744194221706
afghanistan longer foreign,1.5104744194221706
longer foreign land,1.5104744194221706
foreign land conducting,1.5104744194221706
land conducting war,1.5104744194221706
conducting war nations,1.5104744194221706
war nations history,1.5104744194221706
nations history .,1.5104744194221706
<s> <s> gas,1.5104744194221706
<s> gas prices,1.5104744194221706
gas prices gone,1.5104744194221706
prices gone 2,1.5104744194221706
gone 2 since,1.5104744194221706
2 since obama,1.5104744194221706
since obama took,1.5104744194221706
obama took office,1.5104744194221706
took office .,1.5104744194221706
webster,1.5104744194221706
form,1.5104744194221706
trap,1.5104744194221706
abusive,1.5104744194221706
<s> <s> webster,1.5104744194221706
<s> webster sponsored,1.5104744194221706
webster sponsored bill,1.5104744194221706
sponsored bill create,1.5104744194221706
bill create form,1.5104744194221706
create form marriage,1.5104744194221706
form marriage would,1.5104744194221706
marriage would trap,1.5104744194221706
would trap women,1.5104744194221706
trap women abusive,1.5104744194221706
women abusive relationships,1.5104744194221706
abusive relationships .,1.5104744194221706
relationships . </s>,1.5104744194221706
<s> says judges,1.5104744194221706
says judges get,1.5104744194221706
judges get better,1.5104744194221706
get better benefits,1.5104744194221706
better benefits lower,1.5104744194221706
benefits lower cost,1.5104744194221706
lower cost everybody,1.5104744194221706
cost everybody else,1.5104744194221706
everybody else state,1.5104744194221706
else state .,1.5104744194221706
casinos,1.5104744194221706
bankrupt,1.5104744194221706
<s> <s> lot,1.5104744194221706
<s> lot casinos,1.5104744194221706
lot casinos across,1.5104744194221706
casinos across country,1.5104744194221706
across country gone,1.5104744194221706
country gone bankrupt,1.5104744194221706
gone bankrupt .,1.5104744194221706
bankrupt . </s>,1.5104744194221706
<s> <s> small,1.5104744194221706
<s> small businesses,1.5104744194221706
small businesses create,1.5104744194221706
businesses create 70,1.5104744194221706
create 70 percent,1.5104744194221706
70 percent jobs,1.5104744194221706
percent jobs america,1.5104744194221706
jobs america .,1.5104744194221706
seniors,1.5104744194221706
<s> <s> seniors,1.5104744194221706
<s> seniors coverage,1.5104744194221706
seniors coverage medicare,1.5104744194221706
coverage medicare advantage,1.5104744194221706
medicare advantage give,1.5104744194221706
advantage give share,1.5104744194221706
give share health,1.5104744194221706
share health care,1.5104744194221706
care reform </s>,1.5104744194221706
reform </s> </s>,1.5104744194221706
arrested,1.5104744194221706
leader,1.5104744194221706
<s> <s> 12,1.5104744194221706
<s> 12 000,1.5104744194221706
12 000 school,1.5104744194221706
000 school kids,1.5104744194221706
school kids arrested,1.5104744194221706
kids arrested florida,1.5104744194221706
arrested florida .,1.5104744194221706
florida . makes,1.5104744194221706
. makes florida,1.5104744194221706
makes florida nations,1.5104744194221706
florida nations leader,1.5104744194221706
nations leader area,1.5104744194221706
leader area .,1.5104744194221706
area . </s>,1.5104744194221706
rank,1.5104744194221706
<s> texas country,1.5104744194221706
texas country economy,1.5104744194221706
country economy would,1.5104744194221706
economy would rank,1.5104744194221706
would rank 10,1.5104744194221706
rank 10 .,1.5104744194221706
10 . .,1.5104744194221706
. . in,1.5104744194221706
. in world,1.5104744194221706
in world .,1.5104744194221706
payday,1.5104744194221706
lenders,1.5104744194221706
poor,1.5104744194221706
charging,1.5104744194221706
<s> <s> payday,1.5104744194221706
<s> payday lenders,1.5104744194221706
payday lenders profit,1.5104744194221706
lenders profit poor,1.5104744194221706
profit poor charging,1.5104744194221706
poor charging 1,1.5104744194221706
charging 1 000,1.5104744194221706
1 000 plus,1.5104744194221706
000 plus percent,1.5104744194221706
plus percent interest,1.5104744194221706
percent interest .,1.5104744194221706
interest . </s>,1.5104744194221706
trust,1.5104744194221706
sound,1.5104744194221706
done,1.5104744194221706
function,1.5104744194221706
2038,1.5104744194221706
social security trust,1.5104744194221706
security trust fund,1.5104744194221706
trust fund sound,1.5104744194221706
fund sound .,1.5104744194221706
sound . without,1.5104744194221706
. without anything,1.5104744194221706
without anything done,1.5104744194221706
anything done would,1.5104744194221706
done would function,1.5104744194221706
would function well,1.5104744194221706
function well 2038,1.5104744194221706
well 2038 even,1.5104744194221706
2038 even time,1.5104744194221706
even time no,1.5104744194221706
time no changes,1.5104744194221706
no changes could,1.5104744194221706
changes could pay,1.5104744194221706
could pay 80,1.5104744194221706
pay 80 percent,1.5104744194221706
80 percent benefits,1.5104744194221706
percent benefits people,1.5104744194221706
benefits people earned,1.5104744194221706
people earned .,1.5104744194221706
earned . </s>,1.5104744194221706
commitment,1.5104744194221706
seriously,1.5104744194221706
break,1.5104744194221706
pledge,1.5104744194221706
stricklands,1.5104744194221706
hike,1.5104744194221706
defeated,1.5104744194221706
soundly,1.5104744194221706
tuesday,1.5104744194221706
<s> <s> commitment,1.5104744194221706
<s> commitment voters,1.5104744194221706
commitment voters take,1.5104744194221706
voters take seriously,1.5104744194221706
take seriously incumbent,1.5104744194221706
seriously incumbent ohio,1.5104744194221706
incumbent ohio break,1.5104744194221706
ohio break pledge,1.5104744194221706
break pledge vote,1.5104744194221706
pledge vote ted,1.5104744194221706
vote ted stricklands,1.5104744194221706
ted stricklands income,1.5104744194221706
stricklands income tax,1.5104744194221706
income tax hike,1.5104744194221706
tax hike defeated,1.5104744194221706
hike defeated soundly,1.5104744194221706
defeated soundly tuesday,1.5104744194221706
soundly tuesday .,1.5104744194221706
tuesday . </s>,1.5104744194221706
<s> <s> republicans,1.5104744194221706
<s> republicans 2,1.5104744194221706
republicans 2 percent,1.5104744194221706
2 percent muslim,1.5104744194221706
percent muslim vote,1.5104744194221706
muslim vote .,1.5104744194221706
americas,1.5104744194221706
exploding,1.5104744194221706
greater,1.5104744194221706
behind,1.5104744194221706
bars,1.5104744194221706
<s> <s> w,1.5104744194221706
<s> w e,1.5104744194221706
w e see,1.5104744194221706
e see americas,1.5104744194221706
see americas prison,1.5104744194221706
americas prison population,1.5104744194221706
prison population exploding,1.5104744194221706
population exploding america,1.5104744194221706
exploding america greater,1.5104744194221706
america greater percentage,1.5104744194221706
greater percentage people,1.5104744194221706
percentage people behind,1.5104744194221706
people behind bars,1.5104744194221706
behind bars nation,1.5104744194221706
bars nation world,1.5104744194221706
nation world !,1.5104744194221706
world ! </s>,1.5104744194221706
blocked,1.5104744194221706
adjustment,1.5104744194221706
<s> every single,1.5104744194221706
every single one,1.5104744194221706
single one 41,1.5104744194221706
one 41 republican,1.5104744194221706
41 republican senators,1.5104744194221706
republican senators blocked,1.5104744194221706
senators blocked raise,1.5104744194221706
blocked raise minimum,1.5104744194221706
raise minimum wage,1.5104744194221706
minimum wage receive,1.5104744194221706
wage receive 2,1.5104744194221706
receive 2 800,1.5104744194221706
2 800 cost,1.5104744194221706
800 cost living,1.5104744194221706
cost living adjustment,1.5104744194221706
living adjustment january,1.5104744194221706
adjustment january 1,1.5104744194221706
january 1 2015,1.5104744194221706
1 2015 .,1.5104744194221706
2015 . </s>,1.5104744194221706
jose,1.5104744194221706
<s> texas no,1.5104744194221706
texas no .,1.5104744194221706
. 1 name,1.5104744194221706
1 name new,1.5104744194221706
name new male,1.5104744194221706
new male babies,1.5104744194221706
male babies many,1.5104744194221706
babies many vote,1.5104744194221706
many vote one,1.5104744194221706
vote one day,1.5104744194221706
one day jose,1.5104744194221706
day jose .,1.5104744194221706
jose . </s>,1.5104744194221706
authorizing,1.5104744194221706
strike,1.5104744194221706
chemical,1.5104744194221706
rubio voted authorizing,1.5104744194221706
voted authorizing president,1.5104744194221706
authorizing president obama,1.5104744194221706
president obama strike,1.5104744194221706
obama strike syria,1.5104744194221706
strike syria assad,1.5104744194221706
syria assad used,1.5104744194221706
assad used chemical,1.5104744194221706
used chemical weapons,1.5104744194221706
chemical weapons people,1.5104744194221706
weapons people .,1.5104744194221706
goes,1.5104744194221706
<s> people work,1.5104744194221706
people work longer,1.5104744194221706
work longer hours,1.5104744194221706
longer hours lower,1.5104744194221706
hours lower wages,1.5104744194221706
lower wages almost,1.5104744194221706
wages almost new,1.5104744194221706
almost new income,1.5104744194221706
new income goes,1.5104744194221706
income goes top,1.5104744194221706
goes top 1,1.5104744194221706
1 percent .,1.5104744194221706
pleasant,1.5104744194221706
beach,1.5104744194221706
not_beaches,1.5104744194221706
not_privately,1.5104744194221706
not_owned,1.5104744194221706
not_operated,1.5104744194221706
not_businesses,1.5104744194221706
not_jenkinsons,1.5104744194221706
<s> point pleasant,1.5104744194221706
point pleasant beach,1.5104744194221706
pleasant beach not,1.5104744194221706
beach not not_beaches,1.5104744194221706
not not_beaches not_privately,1.5104744194221706
not_beaches not_privately not_owned,1.5104744194221706
not_privately not_owned not_operated,1.5104744194221706
not_owned not_operated not_businesses,1.5104744194221706
not_operated not_businesses not_jenkinsons,1.5104744194221706
not_businesses not_jenkinsons </s>,1.5104744194221706
not_jenkinsons </s> </s>,1.5104744194221706
weidner,1.5104744194221706
oregons,1.5104744194221706
<s> says rep,1.5104744194221706
says rep .,1.5104744194221706
rep . jim,1.5104744194221706
. jim weidner,1.5104744194221706
jim weidner proposed,1.5104744194221706
weidner proposed bill,1.5104744194221706
proposed bill taking,1.5104744194221706
bill taking away,1.5104744194221706
taking away health,1.5104744194221706
away health care,1.5104744194221706
health care 80,1.5104744194221706
care 80 000,1.5104744194221706
80 000 oregons,1.5104744194221706
000 oregons children,1.5104744194221706
oregons children .,1.5104744194221706
children . </s>,1.5104744194221706
1985,1.5104744194221706
former,1.5104744194221706
kean,1.5104744194221706
<s> says 1985,1.5104744194221706
says 1985 election,1.5104744194221706
1985 election former,1.5104744194221706
election former gov,1.5104744194221706
former gov .,1.5104744194221706
gov . tom,1.5104744194221706
. tom kean,1.5104744194221706
tom kean largest,1.5104744194221706
kean largest winning,1.5104744194221706
largest winning margin,1.5104744194221706
winning margin gubernatorial,1.5104744194221706
margin gubernatorial candidate,1.5104744194221706
gubernatorial candidate jersey,1.5104744194221706
candidate jersey history,1.5104744194221706
jersey history .,1.5104744194221706
not_ready,1.5104744194221706
not_commander,1.5104744194221706
not_chief,1.5104744194221706
<s> said barack obama,1.5104744194221706
said barack obama not,1.5104744194221706
barack obama not not_ready,1.5104744194221706
not not_ready not_commander,1.5104744194221706
not_ready not_commander not_chief,1.5104744194221706
not_commander not_chief .,1.5104744194221706
not_chief . </s>,1.5104744194221706
median,1.5104744194221706
not_inflation,1.5104744194221706
not_adjusted,1.5104744194221706
not_30,1.5104744194221706
not_basically,1.5104744194221706
<s> <s> median,1.5104744194221706
<s> median male,1.5104744194221706
median male worker,1.5104744194221706
male worker country,1.5104744194221706
worker country not,1.5104744194221706
country not not_seen,1.5104744194221706
not not_seen not_raise,1.5104744194221706
not_seen not_raise not_inflation,1.5104744194221706
not_raise not_inflation not_adjusted,1.5104744194221706
not_inflation not_adjusted not_30,1.5104744194221706
not_adjusted not_30 not_years,1.5104744194221706
not_30 not_years not_basically,1.5104744194221706
not_years not_basically .,1.5104744194221706
not_basically . </s>,1.5104744194221706
contributions,1.5104744194221706
<s> im member,1.5104744194221706
im member house,1.5104744194221706
member house representatives,1.5104744194221706
house representatives raised,1.5104744194221706
representatives raised campaign,1.5104744194221706
raised campaign funds,1.5104744194221706
campaign funds last,1.5104744194221706
funds last election,1.5104744194221706
last election small,1.5104744194221706
election small contributions,1.5104744194221706
small contributions less,1.5104744194221706
contributions less 200,1.5104744194221706
less 200 .,1.5104744194221706
200 . </s>,1.5104744194221706
unlike,1.5104744194221706
gridlock,1.5104744194221706
<s> <s> unlike,1.5104744194221706
<s> unlike gridlock,1.5104744194221706
unlike gridlock washington,1.5104744194221706
gridlock washington 80,1.5104744194221706
washington 80 percent,1.5104744194221706
80 percent bills,1.5104744194221706
percent bills passed,1.5104744194221706
bills passed general,1.5104744194221706
passed general assembly,1.5104744194221706
general assembly bipartisan,1.5104744194221706
assembly bipartisan support,1.5104744194221706
bipartisan support .,1.5104744194221706
leased,1.5104744194221706
trying,1.5104744194221706
hide,1.5104744194221706
<s> rick scott,1.5104744194221706
rick scott took,1.5104744194221706
scott took 200,1.5104744194221706
took 200 000,1.5104744194221706
200 000 family,1.5104744194221706
000 family leased,1.5104744194221706
family leased land,1.5104744194221706
leased land drilling,1.5104744194221706
land drilling trying,1.5104744194221706
drilling trying hide,1.5104744194221706
trying hide it,1.5104744194221706
hide it .,1.5104744194221706
lease,1.5104744194221706
turnpike,1.5104744194221706
<s> <s> money,1.5104744194221706
<s> money possible,1.5104744194221706
money possible lease,1.5104744194221706
possible lease ohio,1.5104744194221706
lease ohio turnpike,1.5104744194221706
ohio turnpike would,1.5104744194221706
turnpike would used,1.5104744194221706
would used </s>,1.5104744194221706
used </s> </s>,1.5104744194221706
beginning,1.5104744194221706
decade,1.5104744194221706
projected,1.5104744194221706
deficits,1.5104744194221706
<s> <s> beginning,1.5104744194221706
<s> beginning last,1.5104744194221706
beginning last decade,1.5104744194221706
last decade america,1.5104744194221706
decade america budget,1.5104744194221706
america budget surplus,1.5104744194221706
budget surplus 200,1.5104744194221706
surplus 200 billion,1.5104744194221706
200 billion .,1.5104744194221706
billion . time,1.5104744194221706
. time took,1.5104744194221706
time took office,1.5104744194221706
took office one,1.5104744194221706
office one year,1.5104744194221706
one year deficit,1.5104744194221706
year deficit 1,1.5104744194221706
deficit 1 trillion,1.5104744194221706
1 trillion projected,1.5104744194221706
trillion projected deficits,1.5104744194221706
projected deficits 8,1.5104744194221706
deficits 8 trillion,1.5104744194221706
8 trillion next,1.5104744194221706
trillion next decade,1.5104744194221706
next decade .,1.5104744194221706
decade . </s>,1.5104744194221706
540,1.5104744194221706
nominations,1.5104744194221706
confirmed,1.5104744194221706
<s> president 1,1.5104744194221706
president 1 540,1.5104744194221706
1 540 nominations,1.5104744194221706
540 nominations confirmed,1.5104744194221706
nominations confirmed four,1.5104744194221706
confirmed four defeated,1.5104744194221706
four defeated .,1.5104744194221706
defeated . </s>,1.5104744194221706
forced,1.5104744194221706
feisal,1.5104744194221706
abdul,1.5104744194221706
raufs,1.5104744194221706
trip,1.5104744194221706
east,1.5104744194221706
s . taxpayers,1.5104744194221706
. taxpayers forced,1.5104744194221706
taxpayers forced fund,1.5104744194221706
forced fund feisal,1.5104744194221706
fund feisal abdul,1.5104744194221706
feisal abdul raufs,1.5104744194221706
abdul raufs trip,1.5104744194221706
raufs trip middle,1.5104744194221706
trip middle east,1.5104744194221706
middle east .,1.5104744194221706
east . </s>,1.5104744194221706
fbi,1.5104744194221706
james,1.5104744194221706
comey,1.5104744194221706
discussing,1.5104744194221706
details,1.5104744194221706
<s> <s> justice,1.5104744194221706
<s> justice department,1.5104744194221706
justice department policies,1.5104744194221706
department policies fbi,1.5104744194221706
policies fbi director,1.5104744194221706
fbi director james,1.5104744194221706
director james comey,1.5104744194221706
james comey discussing,1.5104744194221706
comey discussing details,1.5104744194221706
discussing details federal,1.5104744194221706
details federal investigation,1.5104744194221706
federal investigation close,1.5104744194221706
investigation close election,1.5104744194221706
close election .,1.5104744194221706
election . </s>,1.5104744194221706
considerably,1.5104744194221706
effective,1.5104744194221706
<s> <s> democratic,1.5104744194221706
<s> democratic presidents,1.5104744194221706
democratic presidents considerably,1.5104744194221706
presidents considerably effective,1.5104744194221706
considerably effective creating,1.5104744194221706
effective creating private,1.5104744194221706
creating private sector,1.5104744194221706
sector jobs .,1.5104744194221706
joe biden,1.5104744194221706
gulf,1.5104744194221706
surge,1.5104744194221706
partition,1.5104744194221706
iraq,1.5104744194221706
<s> <s> joe biden,1.5104744194221706
<s> joe biden voted,1.5104744194221706
joe biden voted first,1.5104744194221706
voted first gulf,1.5104744194221706
first gulf war,1.5104744194221706
gulf war .,1.5104744194221706
war . opposed,1.5104744194221706
. opposed surge,1.5104744194221706
opposed surge .,1.5104744194221706
surge . wanted,1.5104744194221706
. wanted partition,1.5104744194221706
wanted partition iraq,1.5104744194221706
partition iraq .,1.5104744194221706
iraq . </s>,1.5104744194221706
<s> one percent,1.5104744194221706
one percent american,1.5104744194221706
american people make,1.5104744194221706
people make 21,1.5104744194221706
make 21 percent,1.5104744194221706
21 percent income,1.5104744194221706
percent income america,1.5104744194221706
income america .,1.5104744194221706
america . wasnt,1.5104744194221706
. wasnt way,1.5104744194221706
wasnt way george bush,1.5104744194221706
way george bush became,1.5104744194221706
george bush became president,1.5104744194221706
became president .,1.5104744194221706
recruiting,1.5104744194221706
<s> military recruiting,1.5104744194221706
military recruiting went,1.5104744194221706
recruiting went harvard,1.5104744194221706
went harvard every,1.5104744194221706
harvard every single,1.5104744194221706
every single day,1.5104744194221706
single day throughout,1.5104744194221706
day throughout time,1.5104744194221706
throughout time kagan,1.5104744194221706
time kagan there,1.5104744194221706
kagan there .,1.5104744194221706
says rick perrys,1.5104744194221706
rick perrys plan,1.5104744194221706
perrys plan texas,1.5104744194221706
plan texas cut,1.5104744194221706
texas cut funding,1.5104744194221706
cut funding public,1.5104744194221706
funding public schools,1.5104744194221706
public schools 25,1.5104744194221706
schools 25 .,1.5104744194221706
25 . </s>,1.5104744194221706
perdue,1.5104744194221706
abolish,1.5104744194221706
eliminate,1.5104744194221706
loans,1.5104744194221706
says david perdue,1.5104744194221706
david perdue wants,1.5104744194221706
perdue wants abolish,1.5104744194221706
wants abolish u,1.5104744194221706
abolish u .,1.5104744194221706
s . department,1.5104744194221706
. department education,1.5104744194221706
department education would,1.5104744194221706
education would cost,1.5104744194221706
would cost georgia,1.5104744194221706
cost georgia schools,1.5104744194221706
georgia schools 1,1.5104744194221706
schools 1 billion,1.5104744194221706
1 billion year,1.5104744194221706
billion year eliminate,1.5104744194221706
year eliminate millions,1.5104744194221706
eliminate millions student,1.5104744194221706
millions student loans,1.5104744194221706
student loans .,1.5104744194221706
loans . </s>,1.5104744194221706
<s> <s> paul,1.5104744194221706
<s> paul ryan,1.5104744194221706
paul ryan budget,1.5104744194221706
ryan budget proposal,1.5104744194221706
budget proposal would,1.5104744194221706
proposal would privatize,1.5104744194221706
would privatize medicare,1.5104744194221706
privatize medicare .,1.5104744194221706
campus,1.5104744194221706
not_graduate,1.5104744194221706
not_times,1.5104744194221706
not_less,1.5104744194221706
not_likely,1.5104744194221706
not_theyve,1.5104744194221706
not_appeared,1.5104744194221706
not_court,1.5104744194221706
<s> <s> high,1.5104744194221706
<s> high school,1.5104744194221706
high school students,1.5104744194221706
school students arrested,1.5104744194221706
students arrested campus,1.5104744194221706
arrested campus twice,1.5104744194221706
campus twice likely,1.5104744194221706
twice likely not,1.5104744194221706
likely not not_graduate,1.5104744194221706
not not_graduate not_four,1.5104744194221706
not_graduate not_four not_times,1.5104744194221706
not_four not_times not_less,1.5104744194221706
not_times not_less not_likely,1.5104744194221706
not_less not_likely not_graduate,1.5104744194221706
not_likely not_graduate not_theyve,1.5104744194221706
not_graduate not_theyve not_appeared,1.5104744194221706
not_theyve not_appeared not_court,1.5104744194221706
not_appeared not_court .,1.5104744194221706
not_court . </s>,1.5104744194221706
imprisons,1.5104744194221706
united states imprisons,1.5104744194221706
states imprisons nation,1.5104744194221706
imprisons nation world,1.5104744194221706
over,1.5104744194221706
grown,1.5104744194221706
375,1.5104744194221706
scores,1.5104744194221706
remain,1.5104744194221706
flat,1.5104744194221706
<s> <s> .,1.5104744194221706
<s> . .,1.5104744194221706
. . over,1.5104744194221706
. over 30,1.5104744194221706
over 30 years,1.5104744194221706
30 years federal,1.5104744194221706
years federal spending,1.5104744194221706
federal spending education,1.5104744194221706
spending education grown,1.5104744194221706
education grown 375,1.5104744194221706
grown 375 percent,1.5104744194221706
375 percent test,1.5104744194221706
percent test scores,1.5104744194221706
test scores remain,1.5104744194221706
scores remain flat,1.5104744194221706
remain flat .,1.5104744194221706
flat . </s>,1.5104744194221706
burns,1.5104744194221706
<s> american healthcare,1.5104744194221706
american healthcare system,1.5104744194221706
healthcare system burns,1.5104744194221706
system burns 18,1.5104744194221706
burns 18 percent,1.5104744194221706
18 percent national,1.5104744194221706
percent national gdp,1.5104744194221706
national gdp .,1.5104744194221706
gdp . nobody,1.5104744194221706
. nobody else,1.5104744194221706
nobody else close,1.5104744194221706
else close .,1.5104744194221706
close . </s>,1.5104744194221706
sudafed,1.5104744194221706
<s> says need,1.5104744194221706
says need photo,1.5104744194221706
need photo id,1.5104744194221706
photo id purchase,1.5104744194221706
id purchase sudafed,1.5104744194221706
purchase sudafed texas,1.5104744194221706
sudafed texas .,1.5104744194221706
twenty,1.5104744194221706
portlands,1.5104744194221706
<s> <s> twenty,1.5104744194221706
<s> twenty percent,1.5104744194221706
twenty percent housing,1.5104744194221706
percent housing portlands,1.5104744194221706
housing portlands pearl,1.5104744194221706
portlands pearl district,1.5104744194221706
pearl district affordable,1.5104744194221706
district affordable .,1.5104744194221706
affordable . </s>,1.5104744194221706
allowing,1.5104744194221706
payroll,1.5104744194221706
holiday,1.5104744194221706
expire,1.5104744194221706
another,1.5104744194221706
<s> says allowing,1.5104744194221706
says allowing payroll,1.5104744194221706
allowing payroll tax,1.5104744194221706
payroll tax holiday,1.5104744194221706
tax holiday expire,1.5104744194221706
holiday expire would,1.5104744194221706
expire would end,1.5104744194221706
would end costing,1.5104744194221706
end costing another,1.5104744194221706
costing another estimated,1.5104744194221706
another estimated 900,1.5104744194221706
estimated 900 000,1.5104744194221706
900 000 jobs,1.5104744194221706
000 jobs 2012,1.5104744194221706
jobs 2012 .,1.5104744194221706
nafta,1.5104744194221706
pennsylvania,1.5104744194221706
