Sentiment,Word
negative,disallow
negative,disappoint
negative,disappointed
negative,disappointing
negative,disappointingly
negative,disappointment
negative,disappointment
negative,disapprobation
negative,disapproval
negative,disapproval
negative,disapprove
negative,disapproving
negative,disarm
negative,disarray
negative,disarray
negative,disaster
negative,disastrous
negative,disastrously
negative,disavow
negative,disavowal
negative,disbelief
negative,disbelieve
negative,disbeliever
neutral,discern
positive,discerning
negative,disclaim
negative,discombobulate
negative,discomfit
negative,discomfititure
negative,discomfort
negative,discompose
negative,disconcert
negative,disconcerted
negative,disconcerting
negative,disconcertingly
negative,disconsolate
negative,disconsolately
negative,disconsolation
negative,discontent
negative,discontent
negative,discontented
negative,discontentedly
negative,discontinuity
negative,discontinuity
negative,discord
negative,discordance
negative,discordant
negative,discountenance
negative,discourage
negative,discouragement
negative,discouraging
negative,discouragingly
negative,discourteous
negative,discourteously
negative,discredit
positive,discreet
positive,discreet
negative,discrepant
positive,discretion
negative,discriminate
positive,discriminating
positive,discriminatingly
negative,discrimination
negative,discrimination
negative,discriminatory
negative,disdain
negative,disdain
negative,disdainful
negative,disdainfully
negative,disease
negative,diseased
negative,disfavor
negative,disgrace
negative,disgrace
negative,disgraced
negative,disgraceful
negative,disgracefully
negative,disgruntle
negative,disgruntled
negative,disgust
negative,disgust
negative,disgusted
negative,disgustedly
negative,disgustful
negative,disgustfully
negative,disgusting
negative,disgustingly
negative,dishearten
negative,disheartening
negative,dishearteningly
negative,dishonest
negative,dishonest
negative,dishonestly
negative,dishonesty
negative,dishonor
negative,dishonor
negative,dishonorable
negative,dishonorablely
negative,disillusion
negative,disillusion
negative,disillusioned
negative,disinclination
negative,disinclined
negative,disingenuous
negative,disingenuously
negative,disintegrate
negative,disinterested
negative,disintegration
negative,disinterest
negative,disinterested
negative,dislike
negative,dislocated
negative,disloyal
negative,disloyal
negative,disloyalty
negative,dismal
negative,dismally
negative,dismalness
negative,dismay
negative,dismay
negative,dismayed
negative,dismaying
negative,dismayingly
negative,dismissive
negative,dismissive
negative,dismissively
negative,disobedience
negative,disobedient
negative,disobey
negative,disown
negative,disorder
negative,disorder
negative,disordered
negative,disorderly
negative,disorganized
negative,disorient
negative,disoriented
negative,disown
negative,disparage
negative,disparaging
negative,disparagingly
negative,dispensable
negative,dispirit
negative,dispirited
negative,dispiritedly
negative,dispiriting
negative,displace
negative,displaced
negative,displease
negative,displeasing
negative,displeasure
negative,displeasure
neutral,disposition
negative,disproportionate
negative,disprove
negative,disputable
negative,dispute
negative,dispute
negative,disputed
negative,disquiet
negative,disquieting
negative,disquietingly
negative,disquietude
negative,disregard
negative,disregard
negative,disregardful
negative,disreputable
negative,disrepute
negative,disrespect
negative,disrespectable
negative,disrespectablity
negative,disrespectful
negative,disrespectfully
negative,disrespectfulness
negative,disrespecting
negative,disrespecting
negative,disrupt
negative,disruption
negative,disruption
negative,disruptive
negative,dissatisfaction
negative,dissatisfaction
negative,dissatisfactory
negative,dissatisfied
negative,dissatisfy
negative,dissatisfying
negative,dissemble
negative,dissembler
negative,dissension
negative,dissent
negative,dissent
negative,dissenter
negative,dissention
negative,disservice
negative,disservice
negative,dissidence
negative,dissident
negative,dissident
negative,dissidents
negative,dissidents
negative,dissocial
negative,dissolute
negative,dissolution
negative,dissonance
negative,dissonant
negative,dissonantly
negative,dissuade
negative,dissuasive
negative,distaste
negative,distasteful
negative,distastefully
positive,distinct
positive,distinction
positive,distinctive
positive,distinctive
positive,distinctive
neutral,distinctly
positive,distinguish
positive,distinguished
negative,distort
negative,distortion
negative,distortion
negative,distract
negative,distracting
negative,distraction
negative,distraction
negative,distraught
negative,distraughtly
negative,distraughtness
negative,distress
negative,distressed
negative,distressing
negative,distressingly
negative,distrust
negative,distrustful
negative,distrusting
negative,disturb
negative,disturbed
negative,disturbed-let
negative,disturbed-let
negative,disturbing
negative,disturbingly
negative,disunity
negative,disvalue
negative,divergent
positive,diversified
negative,divide
negative,divided
positive,divine
positive,divine
positive,divinely
negative,division
negative,divisive
negative,divisively
negative,divisiveness
negative,divorce
negative,divorce
negative,divorced
negative,dizzy
negative,dizzing
negative,dizzingly
negative,doddering
positive,dodge
positive,dodge
negative,dodgey
negative,dogged
negative,doggedly
negative,dogmatic
negative,doldrums
negative,dominance
negative,dominance
neutral,dominant
neutral,dominant
negative,dominate
negative,domination
negative,domination
negative,domineer
negative,domineering
negative,domineering
negative,doom
negative,doomsday
negative,doomsday
negative,dope
positive,dote
positive,dotingly
negative,doubt
negative,doubt
negative,doubtful
negative,doubtfully
positive,doubtless
negative,doubts
negative,doubts
negative,down
negative,downbeat
negative,downcast
negative,downer
negative,downfall
negative,downfallen
negative,downgrade
negative,downhearted
negative,downheartedly
neutral,downright
negative,downside
negative,drab
negative,draconian
negative,draconic
negative,dragon
negative,dragons
negative,dragons
negative,dragoon
negative,drain
negative,drain
negative,drama
negative,drama
neutral,dramatic
neutral,dramatically
negative,drastic
negative,drastically
negative,dread
negative,dread
negative,dreadful
negative,dreadfully
negative,dreadfulness
positive,dream
positive,dream
positive,dream
positive,dreamland
positive,dreams
positive,dreams
positive,dreamy
negative,dreary
positive,drive
positive,driven
negative,drones
negative,drones
negative,droop
negative,drought
negative,drought
negative,drowning
negative,drunk
negative,drunkard
negative,drunken
negative,dubious
negative,dubiously
negative,dubitable
negative,dud
negative,dull
negative,dullard
negative,dumb
negative,dumb
negative,dumbfound
negative,dumbfounded
negative,dummy
negative,dump
negative,dunce
negative,dungeon
negative,dungeons
negative,dungeons
negative,dupe
positive,durable
positive,durability
negative,dusty
neutral,duty
negative,dwindle
negative,dwindling
positive,dynamic
negative,dying
positive,eager
positive,eagerly
positive,eagerness
positive,earnest
positive,earnestly
positive,earnestness
negative,earsplitting
positive,ease
positive,ease
positive,easier
positive,easiest
positive,easily
positive,easiness
positive,easy
positive,easygoing
positive,ebullience
positive,ebullient
positive,ebulliently
negative,eccentric
negative,eccentricity
positive,eclectic
positive,economical
positive,ecstasies
positive,ecstasy
positive,ecstatic
positive,ecstatically
negative,edgy
positive,edify
positive,educable
positive,educated
positive,educational
positive,effective
neutral,effectively
positive,effectiveness
positive,effectual
positive,efficacious
positive,efficiency
positive,efficient
negative,effigy
positive,effortless
positive,effortlessly
negative,effrontery
positive,effusion
positive,effusive
positive,effusively
positive,effusiveness
positive,egalitarian
negative,ego
negative,ego
negative,egocentric
negative,egomania
negative,egotism
negative,egotistical
negative,egotistically
negative,egregious
negative,egregiously
negative,ejaculate
neutral,elaborate
positive,elan
positive,elate
positive,elated
positive,elatedly
positive,elation
negative,election-rigger
negative,election-rigger
positive,electrification
positive,electrification
positive,electrify
positive,elegance
positive,elegant
positive,elegantly
positive,elevate
positive,elevated
positive,eligible
negative,eliminate
negative,elimination
positive,elite
positive,eloquence
positive,eloquent
positive,eloquently
neutral,else
negative,emaciated
positive,emancipate
negative,emasculate
negative,embarrass
negative,embarrassing
negative,embarrassingly
negative,embarrassment
negative,embattled
positive,embellish
neutral,embodiment
positive,embolden
positive,embrace
negative,embroil
negative,embroiled
negative,embroilment
positive,eminence
positive,eminent
neutral,emotion
neutral,emotion
negative,emotional
neutral,emotions
neutral,emotions
negative,empathize
negative,empathy
neutral,emphasise
neutral,emphasise
negative,emphatic
negative,emphatically
positive,empower
positive,empowerment
negative,emptiness
negative,emptiness
negative,empty
positive,enable
positive,enchant
positive,enchanted
positive,enchanting
positive,enchantingly
positive,encourage
positive,encouragement
positive,encouragement
positive,encouraging
positive,encouraging
positive,encouragingly
negative,encroach
negative,encroachment
negative,endanger
positive,endear
positive,endearing
negative,endless
positive,endorse
positive,endorsement
positive,endorsement
positive,endorser
positive,endurable
positive,endure
positive,enduring
negative,enemies
negative,enemies
negative,enemy
positive,energetic
positive,energetic
positive,energize
negative,enervate
negative,enfeeble
negative,enflame
neutral,engage
positive,engaging
neutral,engross
positive,engrossing
negative,engulf
positive,enhance
positive,enhanced
positive,enhancement
negative,enjoin
positive,enjoy
positive,enjoyable
positive,enjoyably
positive,enjoyment
positive,enlighten
positive,enlightenment
positive,enliven
negative,enmity
positive,ennoble
negative,enormities
negative,enormity
negative,enormous
negative,enormously
neutral,enough
negative,enrage
negative,enraged
positive,enrapt
positive,enrapture
positive,enraptured
positive,enrich
positive,enrichment
negative,enslave
positive,ensure
negative,entangle
negative,entanglement
positive,enterprising
positive,entertain
positive,entertaining
positive,enthral
positive,enthrall
positive,enthralled
positive,enthuse
positive,enthusiasm
positive,enthusiast
positive,enthusiastic
positive,enthusiastically
positive,entice
positive,enticing
positive,enticingly
neutral,entire
neutral,entirely
positive,entrance
positive,entranced
positive,entrancing
negative,entrap
negative,entrapment
positive,entreat
positive,entreatingly
neutral,entrenchment
neutral,entrenchment
positive,entrust
positive,enviable
positive,enviably
negative,envious
negative,enviously
negative,enviousness
positive,envision
positive,envisions
positive,envisions
negative,envy
negative,envy
positive,epic
negative,epidemic
positive,epitome
positive,equality
positive,equality
positive,equitable
negative,equivocal
negative,eradicate
negative,erase
negative,erode
negative,erosion
negative,err
negative,errant
negative,erratic
negative,erratically
negative,erroneous
negative,erroneous
negative,erroneously
negative,error
negative,error
positive,erudite
negative,escapade
negative,eschew
negative,esoteric
positive,essential
positive,especially
positive,esteem
positive,esteem
negative,estranged
positive,established
negative,eternal
positive,eternity
positive,eternity
positive,ethical
positive,eulogize
positive,euphoria
positive,euphoric
positive,euphorically
neutral,evaluate
neutral,evaluation
neutral,evaluation
negative,evade
negative,evasion
negative,evasive
positive,even
positive,evenly
positive,eventful
positive,everlasting
positive,evident
positive,evidently
negative,evil
negative,evil
negative,evildoer
negative,evils
negative,evils
negative,eviscerate
positive,evocative
negative,exacerbate
neutral,exact
negative,exacting
neutral,exactly
negative,exaggerate
negative,exaggeration
negative,exaggeration
positive,exalt
positive,exalt
positive,exaltation
positive,exalted
positive,exaltedly
positive,exalting
positive,exaltingly
negative,exasperate
negative,exasperation
negative,exasperating
negative,exasperatingly
positive,exceed
positive,exceeding
positive,exceedingly
positive,excel
positive,excellence
positive,excellency
positive,excellent
positive,excellently
positive,exceptional
positive,exceptionally
negative,excessive
negative,excessively
positive,excite
positive,excited
positive,excitedly
positive,excitedness
positive,excitement
positive,exciting
positive,excitingly
negative,exclaim
negative,exclude
negative,exclusion
positive,exclusive
neutral,exclusively
negative,excoriate
negative,excruciating
negative,excruciatingly
positive,excusable
positive,excusable
negative,excuse
negative,excuse
positive,excuse
negative,excuses
negative,excuses
negative,execrate
positive,exemplar
positive,exemplary
negative,exhaust
negative,exhaustion
positive,exhaustive
positive,exhaustively
positive,exhilarate
positive,exhilarating
positive,exhilaratingly
positive,exhilaration
negative,exhort
negative,exile
positive,exonerate
negative,exorbitant
negative,exorbitantance
negative,exorbitantly
positive,expansive
neutral,expectation
neutral,expectation
negative,expedient
negative,expediencies
negative,expediencies
negative,expel
negative,expensive
negative,expensive
positive,experienced
positive,expert
positive,expertly
negative,expire
positive,explicit
positive,explicitly
negative,explode
negative,exploit
negative,exploitation
negative,exploitation
negative,expose
negative,exposed
negative,explosive
neutral,expound
neutral,expression
neutral,expression
neutral,expressions
neutral,expressions
positive,expressive
negative,expropriate
negative,expropriate
negative,expropriation
negative,expropriation
negative,expulse
negative,expunge
positive,exquisite
positive,exquisitely
neutral,extemporize
neutral,extensive
neutral,extensively
negative,exterminate
negative,extermination
negative,extinguish
positive,extol
positive,extoll
negative,extort
negative,extortion
negative,extraneous
positive,extraordinarily
positive,extraordinary
negative,extravagance
negative,extravagant
negative,extravagantly
negative,extreme
negative,extreme
negative,extremely
negative,extremism
negative,extremism
negative,extremist
negative,extremists
negative,extremists
positive,exuberance
positive,exuberant
positive,exuberantly
positive,exult
positive,exultation
positive,exultingly
neutral,eyebrows
neutral,eyebrows
negative,fabricate
negative,fabrication
positive,fabulous
positive,fabulously
negative,facetious
negative,facetiously
positive,facilitate
neutral,fact
neutral,facts
neutral,factual
negative,fading
negative,fail
negative,failing
negative,failure
negative,failure
negative,failures
negative,failures
negative,faint
negative,fainthearted
positive,fair
positive,fair
positive,fairly
positive,fairness
positive,fairness
positive,faith
positive,faith
positive,faithful
positive,faithful
positive,faithfully
positive,faithfulness
negative,faithless
negative,fake
negative,fall
negative,fallacies
negative,fallacies
negative,fallacious
negative,fallaciously
negative,fallaciousness
negative,fallacy
negative,fallout
negative,false
negative,false
negative,falsehood
negative,falsely
negative,falsify
negative,falter
positive,famed
neutral,familiar
neutral,familiar
positive,fame
positive,famed
negative,famine
negative,famished
positive,famous
positive,famously
negative,fanatic
negative,fanatical
negative,fanatically
negative,fanaticism
negative,fanatics
negative,fanciful
positive,fancy
positive,fancy
positive,fanfare
positive,fanfare
positive,fantastic
positive,fantastically
positive,fantasy
positive,fantasy
negative,far-fetched
neutral,far-reaching
negative,farfetched
negative,farce
negative,farcical
negative,farcical-yet-provocative
negative,farcically
positive,farsighted
positive,fascinate
positive,fascinating
positive,fascinatingly
positive,fascination
negative,fascism
negative,fascism
negative,fascist
positive,fashionable
positive,fashionably
neutral,fast
positive,fast-growing
positive,fast-paced
positive,fastest-growing
negative,fastidious
negative,fastidiously
negative,fastuous
negative,fat
negative,fatal
negative,fatalistic
negative,fatalistically
negative,fatally
negative,fateful
negative,fatefully
positive,fathom
negative,fathomless
negative,fatigue
negative,fatty
negative,fatuity
negative,fatuous
negative,fatuously
negative,fault
negative,faulty
positive,favor
positive,favor
positive,favor
positive,favorable
positive,favorable
positive,favored
positive,favorite
both,fawn
negative,fawningly
positive,favour
negative,faze
negative,fear
negative,fear
negative,fearful
negative,fearfully
positive,fearless
positive,fearlessly
negative,fears
negative,fears
negative,fearsome
positive,feasible
positive,feasibly
positive,feat
positive,featly
negative,feckless
negative,feeble
negative,feeblely
negative,feebleminded
neutral,feel
neutral,feels
neutral,felt
neutral,feeling
neutral,feeling
neutral,feeling
neutral,feelings
neutral,feelings
negative,feign
negative,feint
positive,feisty
positive,feisty
positive,felicitate
positive,felicitous
positive,felicity
negative,fell
negative,felon
negative,felonious
negative,ferocious
negative,ferociously
negative,ferocity
positive,fertile
positive,fertile
positive,fervent
positive,fervently
positive,fervid
positive,fervidly
positive,fervor
negative,feverish
positive,festive
negative,fetid
negative,fever
negative,fiasco
negative,fiat
negative,fiat
negative,fib
negative,fib
negative,fibber
negative,fickle
negative,fiction
negative,fiction
negative,fictional
negative,fictitious
positive,fidelity
negative,fidget
negative,fidgety
negative,fiend
negative,fiendish
negative,fierce
positive,fiery
negative,fight
negative,fight
negative,figurehead
negative,figurehead
negative,filth
negative,filthy
negative,finagle
neutral,finally
positive,fine
negative,fine
positive,finely
neutral,firm
neutral,firm
neutral,firmly
positive,first-class
positive,first-rate
negative,fissures
negative,fissures
negative,fist
positive,fit
positive,fitting
neutral,fixer
neutral,fixer
negative,flabbergast
negative,flabbergasted
negative,flagging
negative,flagrant
negative,flagrantly
positive,flair
negative,flak
negative,flak
negative,flake
negative,flakey
negative,flaky
positive,flame
positive,flame
negative,flash
negative,flash
negative,flashy
negative,flat-out
positive,flatter
positive,flattering
positive,flatteringly
negative,flaunt
negative,flaw
negative,flaw
negative,flaws
negative,flawed
negative,flawed
positive,flawless
positive,flawlessly
negative,fleer
negative,fleeting
positive,flexible
negative,flighty
negative,flimflam
negative,flimsy
negative,flirt
negative,flirty
neutral,floor
negative,floored
negative,flounder
negative,floundering
positive,flourish
positive,flourishing
negative,flout
positive,fluent
negative,fluster
negative,foe
positive,fond
positive,fondly
positive,fondness
negative,fool
negative,foolhardy
negative,foolish
negative,foolishly
negative,foolishness
positive,foolproof
negative,forbid
negative,forbidden
negative,forbidding
negative,forbidding
negative,force
negative,forceful
negative,foreboding
negative,forebodingly
positive,foremost
neutral,forsee
positive,foresight
neutral,foretell
negative,forfeit
positive,forgave
negative,forged
negative,forget
negative,forgetful
negative,forgetfully
negative,forgetfulness
positive,forgive
positive,forgiven
positive,forgiveness
positive,forgiving
positive,forgivingly
negative,forlorn
negative,forlornly
negative,formidable
negative,forsake
negative,forsaken
negative,forswear
neutral,forthright
positive,fortitude
neutral,fortress
neutral,fortress
positive,fortuitous
positive,fortuitously
positive,fortunate
positive,fortunate
positive,fortunately
positive,fortune
positive,fortune
negative,foul
negative,foul
negative,foul
negative,foully
negative,foulness
negative,fractious
negative,fractiously
negative,fracture
negative,fracture
negative,fragile
negative,fragile
negative,fragmented
positive,fragrant
negative,frail
positive,frank
neutral,frankly
negative,frantic
negative,frantically
negative,franticly
negative,fraternize
negative,fraud
negative,fraud
negative,fraudulent
negative,fraught
negative,fraught
negative,freak
negative,freak
negative,freakish
negative,freakish
negative,freakish
negative,freakishly
negative,frazzle
negative,frazzle
negative,frazzled
positive,free
positive,freedom
positive,freedom
positive,freedoms
positive,freedoms
negative,frenetic
negative,frenetically
negative,frenzied
negative,frenzy
neutral,frequent
positive,fresh
negative,fret
negative,fretful
negative,friction
negative,friction
negative,frictions
negative,frictions
positive,friend
positive,friend
positive,friendliness
positive,friendliness
positive,friendly
positive,friends
positive,friends
positive,friendship
positive,friendship
negative,friggin
negative,fright
negative,fright
negative,frighten
negative,frightening
negative,frighteningly
negative,frighteningly
negative,frightful
negative,frightfully
negative,frigid
negative,frivolous
positive,frolic
negative,frown
negative,frown
negative,frozen
positive,fruitful
negative,fruitless
negative,fruitlessly
negative,fumble
negative,fun
negative,frustrate
negative,frustrated
negative,frustrating
negative,frustrating
negative,frustratingly
negative,frustration
negative,fudge
negative,fudge
negative,fudge
negative,fugitive
positive,fulfillment
positive,fulfillment
neutral,full
neutral,fully
negative,full-blown
positive,full-fledged
neutral,full-scale
negative,fulminate
negative,fume
positive,fun
positive,functional
neutral,fundamental
neutral,fundamentally
negative,fundamentalism
negative,fundamentalism
neutral,funded
positive,funny
positive,funny
negative,furious
negative,furiously
negative,furor
neutral,further
neutral,furthermore
negative,fury
negative,fuss
negative,fuss
negative,fuss
negative,fustigate
negative,fussy
negative,fusty
negative,futile
negative,futilely
negative,futility
negative,fuzzy
negative,gabble
negative,gaff
negative,gaffe
positive,gaiety
positive,gaily
positive,gain
positive,gain
positive,gainful
positive,gainfully
negative,gainsay
negative,gainsayer
negative,gaga
negative,gaggle
negative,gall
positive,gallant
positive,gallantly
negative,galling
negative,gallingly
positive,galore
neutral,galvanize
negative,gamble
negative,gamble
negative,game
negative,gape
negative,garbage
negative,garbage
negative,garish
negative,gasp
negative,gasp
negative,gauche
negative,gaudy
negative,gawk
negative,gawky
negative,geezer
positive,gem
positive,gem
positive,gems
positive,gems
positive,generosity
positive,generous
positive,generously
positive,genial
positive,genius
negative,genocide
negative,genocide
positive,gentle
positive,genuine
positive,germane
neutral,gestures
neutral,gestures
negative,get-rich
negative,get-rich
negative,ghastly
negative,ghetto
neutral,giant
neutral,giant
neutral,giants
neutral,giants
negative,gibber
negative,gibberish
negative,gibe
positive,giddy
positive,gifted
neutral,gigantic
positive,glad
positive,gladden
positive,gladly
positive,gladness
positive,glamorous
negative,glare
negative,glare
negative,glaring
negative,glaringly
neutral,glean
positive,glee
positive,gleeful
positive,gleefully
negative,glib
negative,glibly
positive,glimmer
positive,glimmer
positive,glimmer
positive,glimmering
positive,glisten
positive,glisten
positive,glistening
negative,glitch
positive,glitter
positive,glitter
both,gloat
negative,gloatingly
negative,gloom
negative,gloomy
positive,glorify
positive,glorious
positive,gloriously
positive,glory
positive,glory
negative,gloss
positive,glossy
positive,glow
negative,glower
positive,glowing
positive,glowingly
negative,glum
negative,glut
negative,gnawing
positive,go-ahead
positive,go-ahead
negative,goad
negative,goading
negative,god-awful
positive,god-given
negative,goddam
negative,goddamn
positive,godlike
positive,gold
positive,golden
positive,good
positive,goodly
positive,goodness
positive,goodwill
positive,goodwill
negative,goof
negative,goof
positive,gorgeous
positive,gorgeously
negative,gossip
negative,gossip
negative,gossip
positive,grace
positive,graceful
positive,gracefully
negative,graceless
negative,gracelessly
positive,gracious
positive,graciously
positive,graciousness
negative,graft
positive,grail
positive,grail
positive,grand
positive,grandeur
negative,grandiose
negative,grapple
negative,grate
positive,grateful
positive,grateful
positive,gratefully
positive,gratification
positive,gratify
positive,gratifying
positive,gratifyingly
negative,grating
positive,gratitude
positive,gratitude
negative,gratuitous
negative,gratuitous
negative,gratuitously
negative,grave
negative,gravely
positive,great
positive,greatest
neutral,greatly
positive,greatness
negative,greed
negative,greedy
positive,greet
negative,grief
negative,grievance
negative,grievances
negative,grievances
negative,grieve
negative,grieving
negative,grievous
negative,grievously
negative,grill
negative,grim
negative,grimace
positive,grin
negative,grind
negative,grind
negative,gripe
negative,gripe
negative,grisly
positive,grit
positive,grit
negative,gritty
positive,groove
negative,gross
negative,grossly
negative,grotesque
negative,grouch
negative,grouchy
positive,groundbreaking
positive,groundbreaking
negative,groundless
negative,grouse
neutral,growing
negative,growl
negative,grudge
negative,grudges
negative,grudges
negative,grudging
negative,grudgingly
negative,gruesome
negative,gruesomely
negative,gruff
negative,grumble
positive,guarantee
positive,guarantee
positive,guardian
positive,guidance
positive,guidance
negative,guile
negative,guilt
positive,guiltless
negative,guilty
negative,guiltily
negative,gullible
positive,gush
positive,gumption
positive,gusto
positive,gutsy
negative,haggard
negative,haggle
positive,hail
positive,halcyon
positive,hale
negative,halfhearted
negative,halfheartedly
neutral,halfway
neutral,halfway
positive,hallowed
negative,hallucinate
negative,hallucination
neutral,halt
negative,hamper
negative,hamstring
negative,hamstrung
negative,handicapped
positive,handily
positive,handsome
positive,handy
positive,hanker
negative,hapless
negative,haphazard
positive,happily
positive,happiness
positive,happy
negative,harangue
negative,harass
negative,harassment
negative,harassment
negative,harboring
negative,harboring
negative,harbors
negative,harbors
negative,hard
negative,hard-hit
negative,hard-line
negative,hard-liner
positive,hard-working
negative,hardball
negative,hardball
negative,harden
negative,hardened
negative,hardheaded
negative,hardhearted
positive,hardier
positive,hardier
negative,hardliner
negative,hardliners
negative,hardliners
negative,hardly
negative,hardship
negative,hardships
negative,hardships
positive,hardy
negative,harm
negative,harm
negative,harmful
positive,harmless
positive,harmonious
positive,harmoniously
positive,harmonize
positive,harmony
positive,harmony
negative,harms
negative,harms
negative,harpy
negative,harridan
negative,harried
negative,harrow
negative,harsh
negative,harshly
negative,hassle
negative,haste
negative,haste
negative,hasty
negative,hasty
negative,hate
negative,hater
negative,hateful
negative,hatefully
negative,hatefulness
negative,haughtily
negative,haughty
negative,hatred
negative,haunt
negative,haunting
positive,haven
negative,havoc
negative,hawkish
negative,hawkish
negative,hazard
negative,hazard
negative,hazardous
negative,hazy
negative,headache
negative,headaches
negative,headaches
positive,headway
positive,heady
positive,heal
positive,healthful
positive,healthy
positive,healthy
positive,heart
negative,heartbreak
negative,heartbreaker
negative,heartbreaking
negative,heartbreakingly
positive,hearten
positive,heartening
positive,heartfelt
positive,heartily
negative,heartless
negative,heartrending
positive,heartwarming
negative,heathen
negative,heathen
positive,heaven
positive,heavenly
negative,heavily
neutral,heavy-duty
negative,heavy-handed
negative,heavyhearted
negative,heck
negative,heck
negative,heckle
negative,hectic
negative,hedge
negative,hedonistic
negative,heedless
neutral,hefty
negative,hegemonism
negative,hegemonism
negative,hegemonistic
negative,hegemony
negative,hegemony
negative,hegemony
negative,heinous
negative,hell
negative,hell-bent
negative,hellion
positive,help
positive,help
positive,help
positive,helpful
negative,helpless
negative,helplessly
negative,helplessness
positive,herald
negative,heresy
negative,heretic
negative,heretical
positive,hero
positive,heroic
positive,heroic
positive,heroically
positive,heroine
positive,heroize
positive,heros
negative,hesitant
negative,hideous
negative,hideously
negative,hideousness
neutral,high
neutral,high-powered
positive,high-quality
positive,highlight
positive,highlight
positive,hilarious
positive,hilariously
positive,hilariousness
positive,hilarity
negative,hinder
negative,hindrance
positive,historic
neutral,hm
neutral,hmm
negative,hoard
negative,hoax
negative,hobble
negative,hole
negative,hollow
positive,holy
positive,homage
positive,honest
positive,honest
positive,honestly
positive,honesty
positive,honesty
positive,honeymoon
positive,honor
positive,honor
positive,honor
positive,honorable
negative,hoodwink
positive,hope
positive,hope
positive,hope
positive,hopeful
positive,hopefully
positive,hopefulness
negative,hopeless
negative,hopelessly
negative,hopelessness
positive,hopes
positive,hopes
negative,horde
negative,horrendous
negative,horrendously
negative,horrible
negative,horrible
negative,horribly
negative,horrid
negative,horrific
negative,horrifically
negative,horrify
negative,horrify
negative,horrifying
negative,horrifyingly
negative,horror
negative,horrors
positive,hospitable
negative,hostage
negative,hostile
negative,hostile
negative,hostilities
negative,hostilities
negative,hostility
negative,hostility
positive,hot
negative,hothead
negative,hotheaded
negative,hotbeds
negative,hotbeds
negative,hothouse
negative,hothouse
neutral,however
negative,hubris
negative,huckster
positive,hug
positive,hug
neutral,huge
positive,humane
positive,humane
positive,humanists
positive,humanists
positive,humanity
positive,humankind
positive,humble
negative,humbling
negative,humiliate
negative,humiliating
negative,humiliation
positive,humility
positive,humor
positive,humorous
positive,humorously
positive,humour
positive,humour
positive,humourous
negative,hunger
negative,hungry
negative,hurt
negative,hurt
negative,hurtful
negative,hustler
neutral,hypnotize
negative,hypocrisy
negative,hypocrite
negative,hypocrites
negative,hypocritical
negative,hypocritically
negative,hysteria
negative,hysteric
negative,hysterical
negative,hysterically
negative,hysterics
negative,icy
neutral,idea
neutral,idea
positive,ideal
positive,ideal
positive,idealism
positive,idealist
positive,idealize
positive,ideally
negative,idiocies
negative,idiocy
negative,idiot
negative,idiotic
negative,idiotically
negative,idiots
negative,idle
positive,idol
positive,idol
positive,idolize
positive,idolized
positive,idyllic
neutral,ignite
negative,ignoble
negative,ignominious
negative,ignominiously
negative,ignominy
negative,ignore
negative,ignorance
negative,ignorance
negative,ignorant
negative,ignorant
negative,ill
negative,ill
negative,ill-advised
negative,ill-conceived
negative,ill-fated
negative,ill-favored
negative,ill-mannered
negative,ill-natured
negative,ill-sorted
negative,ill-tempered
negative,ill-treated
negative,ill-treatment
negative,ill-treatment
negative,ill-usage
negative,ill-used
negative,illegal
negative,illegally
negative,illegitimate
negative,illicit
negative,illiquid
negative,illiterate
negative,illness
negative,illogic
negative,illogical
negative,illogically
positive,illuminate
positive,illuminati
positive,illuminati
positive,illuminating
positive,illumine
negative,illusion
negative,illusion
negative,illusions
negative,illusions
negative,illusory
positive,illustrious
negative,imaginary
neutral,imagination
neutral,imagination
positive,imaginative
neutral,imagine
negative,imbalance
negative,imbalance
negative,imbecile
negative,imbroglio
positive,immaculate
positive,immaculately
negative,immaterial
negative,immature
neutral,immediate
neutral,immediately
neutral,immense
neutral,immensely
neutral,immensity
neutral,immensurable
negative,imminence
negative,imminent
negative,imminently
negative,immobilized
negative,immoderate
negative,immoderately
negative,immodest
negative,immoral
negative,immorality
negative,immorally
negative,immovable
neutral,immune
negative,impair
negative,impaired
positive,impartial
positive,impartiality
positive,impartially
negative,impasse
positive,impassioned
weakneg,impassive
negative,impatience
negative,impatient
negative,impatiently
negative,impeach
positive,impeccable
positive,impeccably
negative,impede
negative,impedance
negative,impediment
positive,impel
negative,impending
negative,impending
negative,impenitent
neutral,imperative
neutral,imperatively
negative,imperfect
negative,imperfectly
positive,imperial
negative,imperialist
negative,imperil
negative,imperious
negative,imperiously
negative,impermissible
negative,impersonal
negative,impertinent
positive,imperturbable
positive,impervious
negative,impetuous
negative,impetuously
positive,impetus
negative,impiety
negative,impinge
negative,impious
negative,implacable
negative,implausible
negative,implausibly
negative,implicate
negative,implication
negative,implication
neutral,implicit
negative,implode
both,implore
both,imploring
both,imploringly
neutral,imply
negative,impolite
negative,impolitely
negative,impolitic
positive,importance
positive,important
positive,importantly
negative,importunate
negative,importune
negative,impose
negative,imposers
negative,imposers
negative,imposing
negative,imposing
negative,imposition
negative,imposition
negative,impossible
negative,impossiblity
negative,impossibly
negative,impotent
negative,impotent
negative,impoverish
negative,impoverished
negative,impractical
negative,impractical
negative,imprecate
